Timestamp,Central Plant Chiller 1 Chiller Efficiency (kW/ton) (1)2024,Central Plant Chiller 1 Chiller Efficiency (kW/ton) (2)2022,Central Plant Chiller 2 Chiller Efficiency (kW/ton) (1),Central Plant Chiller 2 Chiller Efficiency (kW/ton) (2),Central Plant Chiller 3 Chiller Efficiency (kW/ton) (1),Central Plant Chiller 3 Chiller Efficiency (kW/ton) (2),Central Plant CHW Plant Chilled Water Efficiency (C) (1),Central Plant CHW Plant Chilled Water Efficiency (C) (2),Central Plant CHW Plant Chilled Water Tons of Refrigeration (1),Central Plant CHW Plant Chilled Water Tons of Refrigeration (2),Central Plant CHW Plant Chiller Stage (1),Central Plant CHW Plant Chiller Stage (2),Central Plant CHW Plant Outside Air Temp (1),Central Plant CHW Plant Outside Air Temp (2),Central Plant CHW Plant Total Power (1),Central Plant CHW Plant Total Power (2),Central Plant Condenser Loop Wet Bulb Temp (1),Central Plant Condenser Loop Wet Bulb Temp (2)
2024-08-02T17:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4626734008391698_kW/Ton,0.42013731102148694_kW/Ton,0_kW/Ton,0.5655023131092108kW/ton,0.6414376131982127kW/ton,666.6819864908854_Ton,886.6274922688802_Ton,AAAB,AAAB,77.07485707600911°F,76.05572509765625°F,499.1383361816406kW,713.403076171875kW,64.5095609029134°F,66.22986729939778°F
2024-08-02T18:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.41973450283209485_kW/Ton,0.4668038139740626_kW/Ton,0_kW/Ton,0.6790118530578108kW/ton,0.6786427834696775kW/ton,438.1941833496094_Ton,596.0709838867188_Ton,AAAB,AAAB,74.53454717000325°F,73.50158309936523°F,328.0885314941406kW,480.60443115234375kW,63.78579584757487°F,65.79793802897136°F
2024-08-02T19:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4160881886879603_kW/Ton,0.5135129392147064_kW/Ton,0_kW/Ton,0.8721309752489438kW/ton,0.6889212813120711kW/ton,228.7694320678711_Ton,558.8580525716146_Ton,AAAB,AAAB,71.67586898803711°F,71.23204040527344°F,241.1393585205078kW,397.78619384765625kW,62.245733896891274°F,65.32094319661458°F
2024-08-02T20:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4708612064520518_kW/Ton,0.09559144576390584_kW/Ton,0_kW/Ton,0.18514866688915174kW/ton,0.8792083254736763kW/ton,23.859413146972656_Ton,382.0831298828125_Ton,AAABAAAA,AAAB,68.80531819661458°F,69.84969584147136°F,159.03138732910156kW,376.8312683105469kW,60.845167795817055°F,64.67346318562825°F
2024-08-02T21:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5086342245340347_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,1.018352341293826kW/ton,0_Ton,242.0438461303711_Ton,AAAA,AAAB,68.17907587687175°F,68.70658111572266°F,16.936098098754883kW,291.7497863769531kW,60.39163462320963°F,64.01467386881511°F
2024-08-02T22:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.6345789233843485_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,1.101939995157919kW/ton,0_Ton,176.50494384765625_Ton,AAAA,AAAB,67.86729431152344°F,68.1556765238444°F,16.92017364501953kW,210.01351928710938kW,60.74217923482259°F,63.60081481933594°F
2024-08-02T23:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.6772924363613129_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,1.1179728366328863kW/ton,0_Ton,163.38218688964844_Ton,AAAA,AAAB,67.81956227620442°F,67.74409484863281°F,16.922866821289062kW,186.0572509765625kW,60.930880864461265°F,63.411050160725914°F
2024-08-03T00:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.6499658624331156_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,1.049368152894022kW/ton,0_Ton,173.17811075846353_Ton,AAAA,AAAB,67.87690862019856°F,67.63942972819011°F,16.920936584472656kW,183.00460815429688kW,60.547511418660484°F,63.36896197001139°F
2024-08-03T01:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.6624063750108083_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,1.0998007650267363kW/ton,0_Ton,162.0969034830729_Ton,AAAA,AAAB,66.90453974405925°F,67.57354736328125°F,16.9174747467041kW,180.14501953125kW,61.66963259379069°F,62.78630765279134°F
2024-08-03T02:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.7608388861020406_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,1.230412249787593kW/ton,0_Ton,138.49722798665366_Ton,AAAA,AAAB,65.92555236816406°F,67.31726964314778°F,16.927654266357422kW,173.70248413085938kW,62.39774958292643°F,63.13526153564453°F
2024-08-03T03:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.7781366308530172_kW/Ton,0.2257338066895803_kW/Ton,0_kW/Ton,0.26013468532367506kW/ton,1.2308640770365924kW/ton,539.918212890625_Ton,134.91492080688477_Ton,AAAAARAB,AAAB,65.08925755818684°F,67.01185353597005°F,633.0475463867188kW,169.1927947998047kW,62.036725997924805°F,63.19826062520345°F
2024-08-03T04:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.777996669212977_kW/Ton,0.4296182195345561_kW/Ton,0_kW/Ton,0.5768736096466769kW/ton,1.1821705931666677kW/ton,640.0429738362631_Ton,159.0315284729004_Ton,AAAB,AAAB,64.48352813720703°F,66.66133117675781°F,654.9221801757812kW,198.77186584472656kW,61.594691594441734°F,63.20033582051595°F
2024-08-03T05:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.670117030541102_kW/Ton,0.08800248305002849_kW/Ton,0_kW/Ton,0.1352454732598898kW/ton,1.0292608610365208kW/ton,44.05435689290365_Ton,195.7438201904297_Ton,AAABABAA,AAAB,64.07930755615234°F,66.36298370361328°F,214.4934844970703kW,209.36228942871094kW,60.540700912475586°F,62.98996353149414°F
2024-08-03T06:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.43098974724610645_kW/Ton,0.4237350970506668_kW/Ton,0_kW/Ton,0.6951499401869404kW/ton,0.645027429047766kW/ton,165.9257380167643_Ton,583.6744639078776_Ton,AAAAAAAB,AAAB,63.924720764160156°F,66.36298370361328°F,172.46044921875kW,493.5703125kW,60.58580462137858°F,63.06147130330404°F
2024-08-03T07:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4301759252945582_kW/Ton,0.378583495815595_kW/Ton,0_kW/Ton,0.6494328915796346kW/ton,0.6151712788208784kW/ton,291.47794850667316_Ton,866.3660176595052_Ton,AAAB,AAAB,65.8537483215332°F,67.51197179158528°F,202.7343292236328kW,553.8005981445312kW,61.989325841267906°F,63.71527608235677°F
2024-08-03T08:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.443490594625473_kW/Ton,0.3638228823741277_kW/Ton,0_kW/Ton,0.5269143586431734kW/ton,0.6264355818806927kW/ton,541.3260803222656_Ton,899.9678344726562_Ton,AAAB,AAAB,69.66062545776367°F,70.15124003092448°F,337.0390625kW,606.1475219726562kW,63.334954579671226°F,64.539368947347°F
2024-08-03T09:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4809541602929433_kW/Ton,0.40511181950569153_kW/Ton,0_kW/Ton,0.517377906514653kW/ton,0.648200379497896kW/ton,794.5611673990885_Ton,988.3200174967448_Ton,AAAB,AAABA3AC,74.48030853271484°F,74.68860117594402°F,543.0640258789062kW,671.6449584960938kW,64.5554682413737°F,65.8817647298177°F
2024-08-03T10:00:00-07:00 Los_Angeles,0_kW/Ton,0.8048578153053919_kW/Ton,0_kW/Ton,0.541049008568128_kW/Ton,0.4440849820772807_kW/Ton,0_kW/Ton,0.5517232096482952kW/ton,0.7843349282811412kW/ton,818.6648763020834_Ton,943.3790791829427_Ton,AAAB,AAAC,77.58837381998698°F,80.11209106445312°F,554.1866455078125kW,777.5055541992188kW,65.21958033243816°F,66.8777249654134°F
2024-08-03T11:00:00-07:00 Los_Angeles,0_kW/Ton,0.45354941487312317_kW/Ton,0_kW/Ton,0.566711500287056_kW/Ton,0.463818962375323_kW/Ton,0_kW/Ton,0.563788158723688kW/ton,0.7100860864707529kW/ton,837.7455037434896_Ton,1132.762430826823_Ton,AAAB,AAAC,82.40304819742839°F,80.8081283569336°F,496.2102355957031kW,856.3887329101562kW,66.54667409261067°F,67.49651718139648°F
2024-08-03T12:00:00-07:00 Los_Angeles,0_kW/Ton,0.46513621509075165_kW/Ton,0_kW/Ton,0.4991265932718913_kW/Ton,0.46185413499673206_kW/Ton,0_kW/Ton,0.5679639927240514kW/ton,0.6761750679422511kW/ton,817.401133219401_Ton,1170.1109822591145_Ton,AAAB,AAAC,81.78549575805664°F,80.45652135213216°F,481.65478515625kW,850.3751220703125kW,66.15426127115886°F,68.26765823364258°F
2024-08-03T13:00:00-07:00 Los_Angeles,0_kW/Ton,0.4751847982406616_kW/Ton,0_kW/Ton,0.48346851766109467_kW/Ton,0.4464316765467326_kW/Ton,0_kW/Ton,0.5550549440330824kW/ton,0.6577266343715261kW/ton,789.0379435221354_Ton,1267.269287109375_Ton,AAAB,AAAC,81.262388865153°F,79.66342163085938°F,462.51416015625kW,853.3104248046875kW,65.42872111002605°F,68.03759384155273°F
2024-08-03T14:00:00-07:00 Los_Angeles,0_kW/Ton,0.47405820588270825_kW/Ton,0_kW/Ton,0.5091160088777542_kW/Ton,0.4195127338171005_kW/Ton,0_kW/Ton,0.5440026543642762kW/ton,0.6986163012088776kW/ton,678.0711466471354_Ton,1163.3880411783855_Ton,AAAB,AAAC,78.07299168904622°F,76.54033025105794°F,387.3096923828125kW,882.910888671875kW,64.2517318725586°F,67.01869328816731°F
2024-08-03T15:00:00-07:00 Los_Angeles,0_kW/Ton,0.44880154728889465_kW/Ton,0_kW/Ton,0.5155962506930033_kW/Ton,0.4898883452018102_kW/Ton,0_kW/Ton,0.6572907963543099kW/ton,0.7190676066298592kW/ton,485.5806070963542_Ton,1057.8260192871094_Ton,AAAB,AAAC,78.23093287150066°F,75.24584197998047°F,375.7790222167969kW,838.3167724609375kW,64.23153813680013°F,66.58457565307617°F
2024-08-03T16:00:00-07:00 Los_Angeles,0_kW/Ton,0.4482110838095347_kW/Ton,0_kW/Ton,0.4860154141982396_kW/Ton,0.5265414317448934_kW/Ton,0_kW/Ton,0.7758680914579408kW/ton,0.7001902738825202kW/ton,307.684076944987_Ton,1028.6910705566406_Ton,AAAB,AAAC,75.6501235961914°F,74.53040568033855°F,245.0456085205078kW,753.5546875kW,64.28565470377605°F,65.99554443359375°F
2024-08-03T17:00:00-07:00 Los_Angeles,0_kW/Ton,0.15035657584667206_kW/Ton,0_kW/Ton,0.6221994608640671_kW/Ton,0.5395371913909912_kW/Ton,0_kW/Ton,0.8251206208135913kW/ton,0.8328548239336815kW/ton,279.2862040201823_Ton,492.01381547003984_Ton,AAAB,AAACAOAAAgAB,73.6480344136556°F,73.21779505411784°F,259.7375793457031kW,742.1475219726562kW,63.7022705078125°F,65.95016352335612°F
2024-08-03T18:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.3724173307418823_kW/Ton,0.46903399626413983_kW/Ton,0_kW/Ton,0.7866821151557889kW/ton,0.6621393184148648kW/ton,245.26964569091797_Ton,535.5999145507812_Ton,AAAB,AAAB,72.26942189534505°F,72.83851623535156°F,205.3109893798828kW,412.91290283203125kW,62.86943817138672°F,66.0043347676595°F
2024-08-03T19:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.34809650480747223_kW/Ton,0.4288332611322403_kW/Ton,0_kW/Ton,0.7777886415063001kW/ton,0.6428437847396385kW/ton,221.57941691080728_Ton,524.9347686767578_Ton,AAAB,AAAB,70.779115041097°F,71.01939264933269°F,189.93496704101562kW,343.2161560058594kW,62.02762921651205°F,65.69211705525716°F
2024-08-03T20:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.38437405228614807_kW/Ton,0.07082036137580872_kW/Ton,0_kW/Ton,0.13970119606515494kW/ton,0.792591269238334kW/ton,30.997652689615887_Ton,372.45294698079425_Ton,AAABAAAA,AAAB,68.61936823527019°F,70.04933420817058°F,155.8947296142578kW,319.69573974609375kW,61.11614227294922°F,65.17533493041992°F
2024-08-03T21:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.39841586848100025_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,0.7442433380001723kW/ton,0_Ton,396.2296549479167_Ton,AAAA,AAAB,68.2496960957845°F,69.6930758158366°F,16.93720817565918kW,318.9221496582031kW,59.9612668355306°F,63.33960405985514°F
2024-08-03T22:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4915877729654312_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,1.000574205961401kW/ton,0_Ton,210.24996185302734_Ton,AAAA,AAAB,68.05565134684245°F,70.2001953125°F,16.921586990356445kW,240.87347412109375kW,60.30520884195963°F,61.1068909962972°F
2024-08-03T23:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5973473687966665_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,1.0660503813117375kW/ton,0_Ton,164.03898111979166_Ton,AAAA,AAAB,67.20521672566731°F,69.99660237630208°F,16.930316925048828kW,179.88775634765625kW,60.983473459879555°F,61.42464637756348°F
2024-08-04T00:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.630720833937327_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,1.067278025449747kW/ton,0_Ton,165.65845489501953_Ton,AAAA,AAAB,66.45223999023438°F,68.87539545694987°F,16.932170867919922kW,179.1637420654297kW,61.64448610941569°F,62.176475524902344°F
2024-08-04T01:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.7227719922860464_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,1.214774841546683kW/ton,0_Ton,136.13729349772134_Ton,AAAA,AAAB,66.14975357055664°F,68.76216125488281°F,16.93804168701172kW,170.1080780029297kW,62.13633028666178°F,61.79988034566244°F
2024-08-04T02:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.8017020225524902_kW/Ton,0_kW/Ton,0_kW/Ton,0kW/ton,1.2887561093404507kW/ton,0_Ton,125.44773737589519_Ton,AAAA,AAAB,65.70208231608073°F,68.4640884399414°F,16.934947967529297kW,163.23614501953125kW,62.287668228149414°F,62.70856730143229°F
2024-08-04T03:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.8225389619668325_kW/Ton,0.1541187564531962_kW/Ton,0_kW/Ton,0.17525974054676674kW/ton,1.277666412050537kW/ton,345.902099609375_Ton,125.41450754801433_Ton,AAAAAbAB,AAAB,64.94675572713216°F,68.4640884399414°F,657.88671875kW,160.79605102539062kW,62.13349151611328°F,63.16791343688965°F
2024-08-04T04:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.7058004836241404_kW/Ton,0.4246443410714467_kW/Ton,0_kW/Ton,0.5404407150614777kW/ton,1.072315999094089kW/ton,772.5327707926432_Ton,181.13522084554037_Ton,AAAB,AAAB,64.54790623982747°F,68.4640884399414°F,655.4952392578125kW,201.76739501953125kW,61.69806162516276°F,63.2824904123942°F
2024-08-04T05:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.6150552133719126_kW/Ton,0.16799317797025046_kW/Ton,0_kW/Ton,0.25533246950500116kW/ton,0.9771545733741949kW/ton,93.83124542236328_Ton,219.67493184407553_Ton,AAABAKAA,AAAB,63.997222900390625°F,68.56339518229167°F,221.77195739746094kW,220.64991760253906kW,61.10934193929037°F,63.0498956044515°F
2024-08-04T06:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.43369076649347943_kW/Ton,1.3026719788710277_kW/Ton,0_kW/Ton,0.6452631191758673kW/ton,0.6628174031603445kW/ton,69.0715217590332_Ton,584.3818384806315_Ton,AAAAAAAB,AAAB,63.79197692871094°F,69.2646484375°F,150.07859802246094kW,517.0198364257812kW,61.24054400126139°F,62.857142766316734°F
2024-08-04T07:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.1028298834959666_kW/Ton,0.4722350438435872_kW/Ton,0.42395782967408496_kW/Ton,0.8832523512348867kW/ton,0.7313552401069178kW/ton,187.82159932454428_Ton,832.256846110026_Ton,AAAB,AAAB,65.15692138671875°F,69.62440999348958°F,171.1712646484375kW,678.3793334960938kW,61.965956370035805°F,63.75513903299967°F
2024-08-04T08:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.44767917195955914_kW/Ton,0.5200826327006022_kW/Ton,0.7462452102687442kW/ton,0.6987267499196007kW/ton,264.18944295247394_Ton,885.0332336425781_Ton,AAAB,AAAB,69.33581797281902°F,69.72954559326172°F,226.54727172851562kW,628.2982177734375kW,63.45585250854492°F,64.49489974975586°F
2024-08-04T09:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5067892769972483_kW/Ton,0.5345470309257507_kW/Ton,0.6722533043788733kW/ton,0.7450393099385995kW/ton,482.3628845214844_Ton,835.403310139974_Ton,AAAB,AAABAoAC,75.40426508585612°F,73.26041920979817°F,395.9648742675781kW,679.491943359375kW,64.98910395304362°F,65.45638783772786°F
2024-08-04T10:00:00-07:00 Los_Angeles,0_kW/Ton,0.3550964792569478_kW/Ton,0_kW/Ton,0_kW/Ton,0.5207270979881287_kW/Ton,0.5033107946316401_kW/Ton,0.6815075392949709kW/ton,0.6978702049373853kW/ton,501.438725789388_Ton,1043.9833424886067_Ton,AAAB,AAAC,79.61824289957683°F,78.51347986857097°F,369.7676086425781kW,780.1205444335938kW,66.19194920857747°F,65.29989369710286°F
2024-08-04T11:00:00-07:00 Los_Angeles,0_kW/Ton,0.44093939165274304_kW/Ton,0_kW/Ton,0_kW/Ton,0.5100076248248419_kW/Ton,0.632258137067159_kW/Ton,0.7088205718391558kW/ton,0.7550781475833871kW/ton,431.41075642903644_Ton,980.9603780110677_Ton,AAAB,AAAC,81.60950978597005°F,81.35245259602864°F,318.0071105957031kW,847.5799560546875kW,67.11816533406575°F,65.4368158976237°F
2024-08-04T12:00:00-07:00 Los_Angeles,0_kW/Ton,0.4345910648504893_kW/Ton,0_kW/Ton,0_kW/Ton,0.5218208034833273_kW/Ton,0.5160289804140726_kW/Ton,0.7051315040604705kW/ton,0.698181751386064kW/ton,442.0000966389974_Ton,964.6348571777344_Ton,AAAB,AAAC,81.40251541137695°F,80.50193532307942°F,321.9100036621094kW,680.4180908203125kW,67.03489939371745°F,64.0665963490804°F
2024-08-04T13:00:00-07:00 Los_Angeles,0_kW/Ton,0.4458007216453552_kW/Ton,0_kW/Ton,0_kW/Ton,0.5069620460271835_kW/Ton,0.5201532741387686_kW/Ton,0.6994138497773085kW/ton,0.7025056940482489kW/ton,447.9389902750651_Ton,973.7354736328125_Ton,AAAB,AAAC,80.5750503540039°F,79.8838882446289°F,329.3443298339844kW,702.3959350585938kW,66.79236857096355°F,64.64259847005208°F
2024-08-04T14:00:00-07:00 Los_Angeles,0_kW/Ton,0.43516862392425537_kW/Ton,0_kW/Ton,0_kW/Ton,0.5499856323003769_kW/Ton,0.5158935983975729_kW/Ton,0.7247221825171143kW/ton,0.7072757082774576kW/ton,457.1593933105469_Ton,926.0052998860677_Ton,AAAB,AAAC,80.4891840616862°F,80.63346735636394°F,347.6457824707031kW,663.7918090820312kW,66.74534352620442°F,63.559435526529946°F
2024-08-04T15:00:00-07:00 Los_Angeles,0_kW/Ton,0.14405570924282074_kW/Ton,0_kW/Ton,0_kW/Ton,0.5632077852884928_kW/Ton,0.5258382360140482_kW/Ton,0.754095216797566kW/ton,0.7087795294213368kW/ton,391.26385498046875_Ton,871.3873087565104_Ton,AAAB,AAACAOAB,78.59640248616536°F,79.23592631022136°F,311.1270751953125kW,693.3711547851562kW,64.94776916503906°F,62.76665178934733°F
2024-08-04T16:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5758325159549713_kW/Ton,0.551153838634491_kW/Ton,0.8093689986800291kW/ton,0.7223121002022245kW/ton,327.10528055826825_Ton,948.2625020345052_Ton,AAAB,AAAB,76.91090520222981°F,78.45821380615234°F,272.3869934082031kW,716.504638671875kW,63.86334482828776°F,65.13589223225911°F
2024-08-04T17:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5327518085638682_kW/Ton,0.4818188051382701_kW/Ton,0.7737058072734339kW/ton,0.7105263738146094kW/ton,311.8526560465495_Ton,695.4921875_Ton,AAAB,AAAB,75.32645161946614°F,76.12162780761719°F,257.6758117675781kW,676.01025390625kW,63.464300791422524°F,65.25055694580078°F
2024-08-04T18:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5286853114763895_kW/Ton,0.4459800124168396_kW/Ton,0.8589914707193769kW/ton,0.9001584794196328kW/ton,227.36876678466797_Ton,303.3732045491536_Ton,AAAB,AAAB,72.34641393025716°F,74.11195755004883°F,214.80203247070312kW,371.8341369628906kW,62.35546684265137°F,63.19121742248535°F
2024-08-04T19:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4854290783405304_kW/Ton,0.4210769434769948_kW/Ton,0.7940657934718823kW/ton,0.7788951707977647kW/ton,224.37487284342447_Ton,328.80731201171875_Ton,AAAB,AAAB,70.47184499104817°F,70.8195915222168°F,187.57272338867188kW,278.04852294921875kW,62.125064849853516°F,63.35845184326172°F
2024-08-04T20:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.08186287681261699_kW/Ton,0.4462336500485738_kW/Ton,0.14146181251288822kW/ton,0.8715380404313664kW/ton,33.035003662109375_Ton,274.8329162597656_Ton,AAABAAAA,AAAB,69.16293716430664°F,69.69450378417969°F,168.23489379882812kW,282.27850341796875kW,61.19990793863932°F,62.82000541687012°F
2024-08-04T21:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4951820472876231_kW/Ton,0kW/ton,0.8241915960628017kW/ton,0_Ton,297.5636164347331_Ton,AAAA,AAAB,68.38596471150716°F,69.1282221476237°F,16.91963768005371kW,262.6866760253906kW,61.19937388102213°F,63.18280792236328°F
2024-08-04T22:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5580364962418874_kW/Ton,0kW/ton,0.9565021111768477kW/ton,0_Ton,220.64515686035156_Ton,AAAA,AAAB,68.59675852457683°F,68.12633641560872°F,16.934951782226562kW,242.7790985107422kW,61.190069834391274°F,62.9367421468099°F
2024-08-04T23:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.6711272994677225_kW/Ton,0kW/ton,1.0721411547506259kW/ton,0_Ton,160.46664683024088_Ton,AAAA,AAAB,68.03869883219402°F,67.09727478027344°F,16.936153411865234kW,176.70631408691406kW,61.52304649353027°F,62.83710797627767°F
2024-08-05T00:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.7872483928998312_kW/Ton,0kW/ton,1.1954356343944228kW/ton,0_Ton,124.38692092895508_Ton,AAAA,AAAB,67.5329195658366°F,66.38218053181966°F,16.926010131835938kW,155.78024291992188kW,61.70283635457357°F,62.63113911946615°F
2024-08-05T01:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.7493329048156738_kW/Ton,0kW/ton,1.119388277393688kW/ton,0_Ton,135.0341033935547_Ton,AAAA,AAAB,67.13536326090495°F,65.71731058756511°F,16.937620162963867kW,153.29550170898438kW,61.97452354431152°F,62.34639422098795°F
2024-08-05T02:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.81633460521698_kW/Ton,0kW/ton,1.2158051978150743kW/ton,0_Ton,119.14747492472331_Ton,AAAA,AAAB,66.09186681111653°F,65.83362579345703°F,16.93895721435547kW,147.5508575439453kW,61.94097010294596°F,62.4167366027832°F
2024-08-05T03:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.8529309431711832_kW/Ton,0kW/ton,1.285850091647278kW/ton,0_Ton,109.90800221761067_Ton,AAAA,AAAB,65.2672487894694°F,65.83362579345703°F,16.94766616821289kW,146.2266082763672kW,61.07741038004557°F,62.29055086771647°F
2024-08-05T04:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.35795138279596966_kW/Ton,0.6929708123207092_kW/Ton,0.41068166027408765kW/ton,1.0048099088109346kW/ton,644.4039815266927_Ton,182.9492441813151_Ton,AAAAAGAB,AAAB,64.76805877685547°F,65.83362579345703°F,645.1278076171875kW,195.7755889892578kW,60.446587244669594°F,62.07099151611328°F
2024-08-05T05:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5429912855227789_kW/Ton,0.7532649536927541_kW/Ton,0.7619671314846769kW/ton,1.1360013653204835kW/ton,540.707415262858_Ton,157.40946451822916_Ton,AAAB,AAAB,64.76805877685547°F,65.59532674153645°F,524.6676025390625kW,188.5031280517578kW,60.42177645365397°F,61.89392598470052°F
2024-08-05T06:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.3568342874447505_kW/Ton,0.646564910809199_kW/Ton,0.5520335234011098kW/ton,0.9386653658752827kW/ton,484.2806905110677_Ton,228.57225290934244_Ton,AAAB,AAAB,64.86720275878906°F,64.77737681070964°F,344.33929443359375kW,257.34539794921875kW,60.790236155192055°F,61.60585339864095°F
2024-08-05T07:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.338718518614769_kW/Ton,0.46678317586580914_kW/Ton,0.4392634485074655kW/ton,0.7080221968989258kW/ton,671.9327901204427_Ton,490.9208628336589_Ton,AAABAhAAAkAB,AAAB,66.23280588785808°F,66.56528981526692°F,485.4287109375kW,382.5125732421875kW,61.644579569498696°F,63.03544553120931°F
2024-08-05T08:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4216899474461873_kW/Ton,0.4548608511686325_kW/Ton,0.5457629527383474kW/ton,0.6961643476906617kW/ton,889.7291056315104_Ton,641.8162740071615_Ton,AAAB,AAAB,71.45961125691731°F,70.52277755737305°F,620.0485229492188kW,482.1792907714844kW,63.466126124064125°F,64.48640060424805°F
