Timestamp,Central Plant Chiller 1 Chiller Efficiency (kW/ton) (1)2024,Central Plant Chiller 1 Chiller Efficiency (kW/ton) (2)2022,Central Plant Chiller 2 Chiller Efficiency (kW/ton) (1),Central Plant Chiller 2 Chiller Efficiency (kW/ton) (2),Central Plant Chiller 3 Chiller Efficiency (kW/ton) (1),Central Plant Chiller 3 Chiller Efficiency (kW/ton) (2),Central Plant CHW Plant Chilled Water Efficiency (C) (1),Central Plant CHW Plant Chilled Water Efficiency (C) (2),Central Plant CHW Plant Chilled Water Tons of Refrigeration (1),Central Plant CHW Plant Chilled Water Tons of Refrigeration (2),Central Plant CHW Plant Chiller Stage (1),Central Plant CHW Plant Chiller Stage (2),Central Plant CHW Plant Outside Air Temp (1),Central Plant CHW Plant Outside Air Temp (2),Central Plant CHW Plant Total Power (1),Central Plant CHW Plant Total Power (2),Central Plant Condenser Loop Wet Bulb Temp (1),Central Plant Condenser Loop Wet Bulb Temp (2)
2024-08-05T09:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4924645920594533_kW/Ton,0.4791128983100255_kW/Ton,0.5889299986196437kW/ton,0.7048999218302264kW/ton,1135.9690755208333_Ton,667.0239562988281_Ton,AAABA0AAA0AB,AAAB,77.2036526997884°F,75.08884557088216°F,671.5603637695312kW,500.8863830566406kW,65.35833740234375°F,65.67940266927083°F
2024-08-05T10:00:00-07:00 Los_Angeles,0.4595575879017512_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5006057719389597_kW/Ton,0.5658475933450987kW/ton,0.7120399515651362kW/ton,941.1337178548177_Ton,711.8592020670573_Ton,AAABAaAC,AAAB,81.99692408243816°F,78.46173477172852°F,679.2423706054688kW,515.1728515625kW,66.83049011230469°F,66.77789560953777°F
2024-08-05T11:00:00-07:00 Los_Angeles,0.4823228220144908_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.3304939369360606_kW/Ton,0.5335890253384908_kW/Ton,0.5760036614067287kW/ton,0.7353335340092816kW/ton,1340.0583801269531_Ton,742.5132039388021_Ton,AAAC,AAAB,82.50406901041667°F,81.96928024291992°F,1165.3641357421875kW,568.6500244140625kW,67.66278457641602°F,68.05417505900066°F
2024-08-05T12:00:00-07:00 Los_Angeles,0.41331417858600616_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4070238123337428_kW/Ton,0.5254404743512472_kW/Ton,0.598242672869229kW/ton,0.7339821123411371kW/ton,1354.364278157552_Ton,729.3546244303385_Ton,AAAC,AAAB,81.63661193847656°F,79.23995208740234°F,885.16552734375kW,558.1936645507812kW,67.38015619913737°F,66.64810180664062°F
2024-08-05T13:00:00-07:00 Los_Angeles,0.39777420461177826_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.39399589598178864_kW/Ton,0.5100235790014267_kW/Ton,0.5855482095651624kW/ton,0.7192570978089305kW/ton,1307.6115315755208_Ton,717.9823608398438_Ton,AAAC,AAAB,81.40752283732097°F,77.06708653767903°F,783.216064453125kW,530.8680419921875kW,66.65288925170898°F,66.0054537455241°F
2024-08-05T14:00:00-07:00 Los_Angeles,0.3900301655133565_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.39773941536744434_kW/Ton,0.5052363375822703_kW/Ton,0.5853628546475612kW/ton,0.7253731519341434kW/ton,1184.7131754557292_Ton,676.9427490234375_Ton,AAAC,AAAB,80.17882664998372°F,77.67100270589192°F,735.1950073242188kW,511.2214660644531kW,65.25422922770183°F,65.6194076538086°F
2024-08-05T15:00:00-07:00 Los_Angeles,0.36866416533788043_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.38051750262578327_kW/Ton,0.4989461749792099_kW/Ton,0.5749965909634392kW/ton,0.7280955232229323kW/ton,1051.855692545573_Ton,653.2068074544271_Ton,AAAC,AAAB,77.76192474365234°F,76.96953582763672°F,629.6021728515625kW,489.6469421386719kW,64.06045659383138°F,65.49386596679688°F
2024-08-05T16:00:00-07:00 Los_Angeles,0.376175915201505_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.39256201187769574_kW/Ton,0.48984088003635406_kW/Ton,0.5597158929730455kW/ton,0.7294040268564187kW/ton,1117.3822631835938_Ton,622.1649881998698_Ton,AAAC,AAAB,77.83387247721355°F,76.05248641967773°F,650.2326049804688kW,470.1235046386719kW,64.37156613667806°F,65.3650499979655°F
2024-08-05T17:00:00-07:00 Los_Angeles,0.38442576428254444_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.20975796381632486_kW/Ton,0.535182923078537_kW/Ton,0.5703237196963629kW/ton,0.8433474843637968kW/ton,790.2429911295573_Ton,484.24139912923175_Ton,AAACAWAB,AAAB,77.35736083984375°F,76.15043512980144°F,635.646484375kW,416.0547180175781kW,64.68059666951497°F,64.35889943440755°F
2024-08-05T18:00:00-07:00 Los_Angeles,0.3798257112503052_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5450613300005595_kW/Ton,0.5128588628541704kW/ton,0.8716590950931292kW/ton,561.7947591145834_Ton,454.49034627278644_Ton,AAAB,AAAB,74.20917129516602°F,75.70413080851237°F,323.4518737792969kW,399.8470764160156kW,63.81740061442057°F,64.33288701375325°F
2024-08-05T19:00:00-07:00 Los_Angeles,0.4046460489432017_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5486440459887186_kW/Ton,0.6432457271251962kW/ton,0.9370510307515304kW/ton,299.95718638102215_Ton,385.1158040364583_Ton,AAAB,AAAB,71.03954696655273°F,73.01952107747395°F,238.19635009765625kW,389.6733093261719kW,62.351863861083984°F,63.46206601460775°F
2024-08-05T20:00:00-07:00 Los_Angeles,0.0665112982193629_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5610368450482687_kW/Ton,0.1153202576373988kW/ton,1.1192365769489525kW/ton,37.68263244628906_Ton,260.5109354654948_Ton,AAABAAAA,AAAB,69.41224797566731°F,71.27936299641927°F,156.4405517578125kW,325.634765625kW,61.28543217976888°F,62.08326021830241°F
2024-08-05T21:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.6392069160938263_kW/Ton,0kW/ton,1.1908442768944874kW/ton,0_Ton,167.42678833007812_Ton,AAAA,AAAB,69.1652348836263°F,70.82374318440755°F,3.567499876022339kW,260.5461120605469kW,61.178794860839844°F,61.96213022867838°F
2024-08-05T22:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.697649617989858_kW/Ton,0kW/ton,1.1726810692018628kW/ton,0_Ton,136.4817263285319_Ton,AAAA,AAAB,69.75446701049805°F,69.70442326863606°F,3.3705739974975586kW,168.59442138671875kW,61.466416676839195°F,61.246988932291664°F
2024-08-05T23:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.6974505086739858_kW/Ton,0kW/ton,1.1404649389325494kW/ton,0_Ton,137.86117045084634_Ton,AAAA,AAAB,69.41536204020183°F,67.8625259399414°F,3.462390184402466kW,159.3968505859375kW,62.73618380228678°F,61.337148666381836°F
2024-08-06T00:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.8333505491415659_kW/Ton,0kW/ton,1.3572258224185036kW/ton,0_Ton,106.14459991455078_Ton,AAAA,AAAB,68.48254267374675°F,66.3878796895345°F,3.278555393218994kW,153.21836853027344kW,62.7869078318278°F,61.006797790527344°F
2024-08-06T01:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.8035469353199005_kW/Ton,0kW/ton,1.2821142804370793kW/ton,0_Ton,108.19191233317058_Ton,AAAA,AAAB,67.54672749837239°F,65.67214584350586°F,3.277289390563965kW,140.42787170410156kW,62.96183776855469°F,60.38894462585449°F
2024-08-06T02:00:00-07:00 Los_Angeles,0.04671588043371836_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.8279293576876322_kW/Ton,0.053352362894512444kW/ton,1.3090502048490562kW/ton,131.59371948242188_Ton,103.29514439900716_Ton,AAAAAnAB,AAAB,66.78422292073567°F,64.80242156982422°F,252.75009155273438kW,137.3247833251953kW,62.63138389587402°F,60.4321543375651°F
2024-08-06T03:00:00-07:00 Los_Angeles,0.3536743273337682_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.9049989680449168_kW/Ton,0.4660948730220438kW/ton,1.3963307464782229kW/ton,682.7240193684896_Ton,93.44963836669922_Ton,AAAB,AAAB,65.9897689819336°F,64.64562606811523°F,492.7382507324219kW,131.4954833984375kW,62.23516654968262°F,60.77167638142904°F
2024-08-06T04:00:00-07:00 Los_Angeles,0.13095980882644653_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.8143063882986704_kW/Ton,0.20427047200363768kW/ton,1.2357968150031369kW/ton,93.67829895019531_Ton,116.20649973551433_Ton,AAABAMAA,AAAB,65.84199142456055°F,64.33551025390625°F,174.2022247314453kW,149.3752899169922kW,62.40242703755697°F,60.71682993570963°F
2024-08-06T05:00:00-07:00 Los_Angeles,0.11908606191476186_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.8191767334938049_kW/Ton,0.14531867947150448kW/ton,1.2843877008237343kW/ton,290.0389811197917_Ton,114.11676279703777_Ton,AAAAAeAB,AAAB,66.19400787353516°F,64.02434349060059°F,429.4553527832031kW,149.9905242919922kW,62.862850189208984°F,60.75362459818522°F
2024-08-06T06:00:00-07:00 Los_Angeles,0.37535345057646435_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.676953931649526_kW/Ton,0.48735002870031013kW/ton,1.0275316914405284kW/ton,793.0964762369791_Ton,160.8570874532064_Ton,AAAB,AAAB,65.51866912841797°F,63.771400451660156°F,477.53106689453125kW,177.06271362304688kW,63.1338857014974°F,60.78547922770182°F
2024-08-06T07:00:00-07:00 Los_Angeles,0.37516631682713825_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4535616338253021_kW/Ton,0.49170050407708216kW/ton,0.6878841161149102kW/ton,864.329579671224_Ton,387.4905700683594_Ton,AAAB,AAAB,66.18323262532552°F,66.5941899617513°F,556.0133666992188kW,304.0293884277344kW,64.06766446431477°F,62.34015655517578°F
2024-08-06T08:00:00-07:00 Los_Angeles,0.39640532433986664_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.42112873991330463_kW/Ton,0.5047934971684783kW/ton,0.6748611536840502kW/ton,901.9398193359375_Ton,478.1748860677083_Ton,AAAB,AAAB,70.62745157877605°F,71.36310958862305°F,563.83740234375kW,337.847900390625kW,65.96915181477864°F,63.928672790527344°F
2024-08-06T09:00:00-07:00 Los_Angeles,0.44529909392197925_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4325278103351593_kW/Ton,0.5465250069775964kW/ton,0.6684593348780369kW/ton,1024.0925394694011_Ton,535.228261311849_Ton,AAABA0AC,AAAB,76.7747319539388°F,77.30958048502605°F,659.21728515625kW,373.16119384765625kW,67.18492762247722°F,65.42827479044597°F
2024-08-06T10:00:00-07:00 Los_Angeles,0.45125357806682587_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4705703208843867_kW/Ton,0.4430152823527654_kW/Ton,0.5873962149881577kW/ton,0.6863158031294042kW/ton,1370.8434651692708_Ton,571.7310689290365_Ton,AAAC,AAAB,81.24574788411458°F,82.67541376749675°F,848.3767700195312kW,412.9268798828125kW,68.38674545288086°F,66.75350189208984°F
2024-08-06T11:00:00-07:00 Los_Angeles,0.41161443789800006_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4181200961271922_kW/Ton,0.4585235118865967_kW/Ton,0.5883162403930601kW/ton,0.6957980597947575kW/ton,1273.8914184570312_Ton,643.6865641276041_Ton,AAAC,AAAB,82.33816019694011°F,87.26536178588867°F,760.2837524414062kW,488.69439697265625kW,68.47895431518555°F,67.64909108479817°F
2024-08-06T12:00:00-07:00 Los_Angeles,0.43579548100630444_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.44623420139153797_kW/Ton,0.48950543999671936_kW/Ton,0.5907194079043963kW/ton,0.7125915426302067kW/ton,1300.739237467448_Ton,694.1730143229166_Ton,AAAC,AAAB,85.17518742879231°F,86.41186904907227°F,796.6334228515625kW,505.4813537597656kW,69.17184829711914°F,67.92806752522786°F
2024-08-06T13:00:00-07:00 Los_Angeles,0.46231960753599805_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4729405442873637_kW/Ton,0.47559449076652527_kW/Ton,0.6055104279345996kW/ton,0.6954990914683568kW/ton,1324.7158610026042_Ton,704.9148661295573_Ton,AAAC,AAAB,86.39163335164388°F,84.58487955729167°F,809.2916259765625kW,506.83935546875kW,69.32556533813477°F,66.59893544514973°F
2024-08-06T14:00:00-07:00 Los_Angeles,0.44266102214654285_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4543443024158478_kW/Ton,0.45768873393535614_kW/Ton,0.6113897246302488kW/ton,0.6888622578652637kW/ton,1252.9830322265625_Ton,668.57177734375_Ton,AAAC,AAAB,87.04051208496094°F,81.54873275756836°F,811.727294921875kW,471.0433349609375kW,68.56859842936198°F,65.4540303548177°F
2024-08-06T15:00:00-07:00 Los_Angeles,0.43594199419021606_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.433774009346962_kW/Ton,0.4557464122772217_kW/Ton,0.5957851359226378kW/ton,0.6890805982367555kW/ton,1381.17822265625_Ton,665.9753723144531_Ton,AAAC,AAAB,84.92146428426106°F,80.56048329671223°F,888.6455688476562kW,467.364013671875kW,69.03327814737956°F,65.24273681640625°F
2024-08-06T16:00:00-07:00 Los_Angeles,0.4245849798123042_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4177745580673218_kW/Ton,0.4556185454130173_kW/Ton,0.607138341467169kW/ton,0.6927052432688271kW/ton,1365.1309611002605_Ton,655.7183024088541_Ton,AAAC,AAAB,81.45407231648763°F,79.1918551127116°F,861.7423095703125kW,474.4299011230469kW,68.59969965616862°F,65.5990613301595°F
2024-08-06T17:00:00-07:00 Los_Angeles,0.4534234454234441_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.2993420163790385_kW/Ton,0.4590759525696437_kW/Ton,0.7659447847763746kW/ton,0.7655835532180134kW/ton,872.475575764974_Ton,505.9252065022786_Ton,AAACAmAB,AAAB,78.97741190592448°F,78.45139185587566°F,770.4793090820312kW,438.5498046875kW,67.82843017578125°F,64.53803380330403°F
2024-08-06T18:00:00-07:00 Los_Angeles,0.3890119294325511_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.446017066637675_kW/Ton,0.5151820728446085kW/ton,0.7584319724935945kW/ton,680.3990478515625_Ton,490.6800486246745_Ton,AAAB,AAAB,76.94186147054036°F,79.5657475789388°F,397.3080139160156kW,380.922119140625kW,66.91451517740886°F,64.45420265197754°F
2024-08-06T19:00:00-07:00 Los_Angeles,0.4402947823206584_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5039546539386114_kW/Ton,0.6300271607834759kW/ton,0.8706310018745378kW/ton,440.3890736897786_Ton,420.7240041097005_Ton,AAAB,AAAB,75.2618776957194°F,77.32652028401692°F,334.82257080078125kW,383.04656982421875kW,66.23475646972656°F,63.929905573527016°F
2024-08-06T20:00:00-07:00 Los_Angeles,0.4710855036973953_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5210016767183939_kW/Ton,0.7135110888411443kW/ton,1.0213573554928563kW/ton,327.67750040690106_Ton,286.6834971110026_Ton,AAAB,AAAB,73.43984858194987°F,75.41300455729167°F,248.61538696289062kW,334.33892822265625kW,66.14037831624348°F,63.00904846191406°F
2024-08-06T21:00:00-07:00 Los_Angeles,0.4602803438901901_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5323170820871989_kW/Ton,0.7491634340468165kW/ton,1.0148275793409918kW/ton,272.36887613932294_Ton,225.33035024007162_Ton,AAAB,AAAB,71.7589963277181°F,73.22455088297527°F,216.06353759765625kW,261.25323486328125kW,65.88178253173828°F,62.24093246459961°F
2024-08-06T22:00:00-07:00 Los_Angeles,0.07517788807551067_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5979099174340566_kW/Ton,0.12256543817974219kW/ton,1.0503317687690965kW/ton,45.78016662597656_Ton,191.27701822916666_Ton,AAABABAA,AAAB,71.3350321451823°F,73.53101221720378°F,201.99838256835938kW,205.98646545410156kW,66.16197967529297°F,62.86722882588705°F
2024-08-06T23:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.6155261397361755_kW/Ton,0kW/ton,0.9750376274191396kW/ton,0_Ton,196.4427057902018_Ton,AAAA,AAAB,70.40705108642578°F,72.93770217895508°F,17.077913284301758kW,201.8512725830078kW,65.97057215372722°F,63.73033905029297°F
2024-08-07T00:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.7003428141276041_kW/Ton,0kW/ton,1.0977611403748222kW/ton,0_Ton,169.5607655843099_Ton,AAAA,AAAB,69.52238082885742°F,72.52213541666667°F,17.08317756652832kW,199.11920166015625kW,65.66698710123698°F,63.905256271362305°F
2024-08-07T01:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.7251415550708771_kW/Ton,0kW/ton,1.1208236975518087kW/ton,0_Ton,159.05345916748047_Ton,AAAA,AAAB,69.06464385986328°F,71.25245793660481°F,17.10048484802246kW,182.64598083496094kW,65.6932373046875°F,64.15841166178386°F
2024-08-07T02:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.6730635364850363_kW/Ton,0kW/ton,1.0142042235963449kW/ton,0_Ton,177.15432993570963_Ton,AAAA,AAAB,68.86584726969402°F,70.19719314575195°F,17.09306526184082kW,185.44549560546875kW,65.46356836954753°F,64.00946998596191°F
2024-08-07T03:00:00-07:00 Los_Angeles,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.6439844767252604_kW/Ton,0kW/ton,0.9980822005864933kW/ton,0_Ton,186.7644271850586_Ton,AAAAA1AB,AAAB,68.30762481689453°F,69.63892873128255°F,17.09754180908203kW,189.0076141357422kW,65.335267384847°F,63.89235623677572°F
2024-08-07T04:00:00-07:00 Los_Angeles,0.34959672125599656_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.688422163327535_kW/Ton,0.4435784819712572kW/ton,1.0102502860801092kW/ton,873.9528452555338_Ton,200.87841033935547_Ton,AAAB,AAAB,67.7454350789388°F,69.43515268961589°F,643.9861450195312kW,212.9701385498047kW,65.0693957010905°F,63.864864349365234°F
2024-08-07T05:00:00-07:00 Los_Angeles,0.3750181396802266_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.6675309737523397_kW/Ton,0.5316065115367256kW/ton,0.9623438670403764kW/ton,558.2978108723959_Ton,216.35446166992188_Ton,AAAB,AAAB,67.56639862060547°F,68.93639755249023°F,395.3162536621094kW,224.40475463867188kW,65.36885452270508°F,63.94392967224121°F
2024-08-07T06:00:00-07:00 Los_Angeles,0.3886861155430476_kW/Ton,0.08586836854616801_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5505174795786539_kW/Ton,0.5033402750527464kW/ton,0.7085662941904954kW/ton,838.6570434570312_Ton,801.8047536214193_Ton,AAAB,AAABAoAC,67.7813949584961°F,68.88440704345703°F,510.8392639160156kW,789.6785888671875kW,65.27628835042317°F,64.73961512247722°F
2024-08-07T07:00:00-07:00 Los_Angeles,0.4144438753525416_kW/Ton,0.44977808992067975_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5171076009670893_kW/Ton,0.5149816653072088kW/ton,0.6661314488848116kW/ton,967.337900797526_Ton,1218.4732055664062_Ton,AAAB,AAAC,68.48217646280925°F,70.1982930501302°F,552.3583984375kW,855.9551391601562kW,65.43563334147136°F,66.05977630615234°F
2024-08-07T08:00:00-07:00 Los_Angeles,0.4045264671246211_kW/Ton,0.4546378304560979_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5907829801241556_kW/Ton,0.5139275559212003kW/ton,0.7094222363494737kW/ton,973.1623331705729_Ton,1144.808349609375_Ton,AAAB,AAAC,70.00933583577473°F,73.05369313557942°F,603.1173095703125kW,887.4725952148438kW,66.02503458658855°F,67.46825663248698°F
2024-08-07T09:00:00-07:00 Los_Angeles,0.40548912187417346_kW/Ton,0.4575989842414856_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5421446263790131_kW/Ton,0.515542585777263kW/ton,0.683275822069568kW/ton,979.2317199707031_Ton,1141.2091267903645_Ton,AAAB,AAAC,73.74053446451823°F,76.42072296142578°F,609.7200317382812kW,794.7823486328125kW,67.13334147135417°F,67.62466557820638°F
2024-08-07T10:00:00-07:00 Los_Angeles,0.46716999510924023_kW/Ton,0.450655276576678_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5244770447413126_kW/Ton,0.567649878553515kW/ton,0.6637110973965693kW/ton,1179.4265950520833_Ton,1239.9028930664062_Ton,AAABA5AC,AAAC,77.42051951090495°F,79.01586659749348°F,680.6417846679688kW,838.3145751953125kW,67.89274597167969°F,68.01658630371094°F
2024-08-07T11:00:00-07:00 Los_Angeles,0.42725441853205365_kW/Ton,0.4491826643546422_kW/Ton,0_kW/Ton,0_kW/Ton,2.2200872004032135_kW/Ton,0.5184810956319174_kW/Ton,0.5886377449062447kW/ton,0.6617392582608642kW/ton,1302.8240559895833_Ton,1221.6834920247395_Ton,AAAC,AAAC,77.68737284342448°F,81.29559326171875°F,828.5709838867188kW,822.9012451171875kW,67.41103871663411°F,67.72709782918294°F
2024-08-07T12:00:00-07:00 Los_Angeles,0.4101748565832774_kW/Ton,0.4483707199494044_kW/Ton,0_kW/Ton,0_kW/Ton,0.4054689308007558_kW/Ton,0.5266495843728384_kW/Ton,0.5774475983445764kW/ton,0.6637517514177124kW/ton,1347.7638142903645_Ton,1232.5519612630208_Ton,AAAC,AAAC,79.8445561726888°F,84.07782363891602°F,788.7420654296875kW,852.7694091796875kW,68.18471145629883°F,67.9495366414388°F
2024-08-07T13:00:00-07:00 Los_Angeles,0.40467668573061627_kW/Ton,0.4532100061575572_kW/Ton,0_kW/Ton,0_kW/Ton,0.4013781746228536_kW/Ton,0.5312012434005737_kW/Ton,0.5805739107920126kW/ton,0.6678470732755849kW/ton,1288.852783203125_Ton,1235.7757364908855_Ton,AAAC,AAAC,82.22045516967773°F,87.75568771362305°F,765.3152465820312kW,855.6576538085938kW,68.30264536539714°F,68.10805765787761°F
2024-08-07T14:00:00-07:00 Los_Angeles,0.40521734952926636_kW/Ton,0.4666876296202342_kW/Ton,0_kW/Ton,0_kW/Ton,0.4079049974679947_kW/Ton,0.5367605884869894_kW/Ton,0.5839213379856174kW/ton,0.6702596864954234kW/ton,1280.8648274739583_Ton,1293.363545735677_Ton,AAAC,AAAC,81.80683898925781°F,88.32255935668945°F,754.789794921875kW,921.9800415039062kW,67.78164927164714°F,68.57891464233398°F
2024-08-07T15:00:00-07:00 Los_Angeles,0.4029558350642522_kW/Ton,0.49960796038309735_kW/Ton,0_kW/Ton,0_kW/Ton,0.4043533404668172_kW/Ton,0.5772723654905955_kW/Ton,0.5814370048777197kW/ton,0.6978803449197799kW/ton,1278.4061279296875_Ton,1382.8199462890625_Ton,AAAC,AAAC,80.6970723470052°F,84.79747263590495°F,760.8416748046875kW,999.3178100585938kW,67.10855611165364°F,69.92688751220703°F
2024-08-07T16:00:00-07:00 Los_Angeles,0.3885880559682846_kW/Ton,0.4898218015829722_kW/Ton,0_kW/Ton,0_kW/Ton,0.3975123365720113_kW/Ton,0.5638716220855713_kW/Ton,0.5736240674932352kW/ton,0.6880692869757444kW/ton,1164.803202311198_Ton,1371.686055501302_Ton,AAAC,AAAC,79.14370091756184°F,83.45435333251953°F,716.8677978515625kW,976.6026611328125kW,66.09256490071614°F,69.47300084431966°F
2024-08-07T17:00:00-07:00 Los_Angeles,0.40070585409800213_kW/Ton,0.48319197694460553_kW/Ton,0_kW/Ton,0_kW/Ton,0.14357610046863556_kW/Ton,0.6854424973328909_kW/Ton,0.581721529280749kW/ton,0.8132164865210614kW/ton,688.4929555257162_Ton,1054.3240051269531_Ton,AAACAOAB,AAAC,75.13507334391277°F,80.84276707967122°F,597.5792236328125kW,996.9219360351562kW,65.69939676920573°F,67.7206433614095°F
2024-08-07T18:00:00-07:00 Los_Angeles,0.3757668932278951_kW/Ton,0.12385440866152446_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5247880965471268_kW/Ton,0.524281126367237kW/ton,0.8806031453555251kW/ton,581.4409383138021_Ton,559.357666015625_Ton,AAAB,AAACAHAB,73.0027084350586°F,78.99764633178711°F,323.30047607421875kW,754.2801513671875kW,65.56845092773438°F,66.31568018595378°F
2024-08-07T19:00:00-07:00 Los_Angeles,0.36306887368361157_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.46004963914553326_kW/Ton,0.5060775427857157kW/ton,0.7275969186593113kW/ton,396.92115783691406_Ton,579.4698588053385_Ton,AAAB,AAAB,72.19198608398438°F,75.75658671061198°F,247.79261779785156kW,437.8539733886719kW,65.33744812011719°F,64.70637130737305°F
2024-08-07T20:00:00-07:00 Los_Angeles,0.38846437633037567_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5176857759555181_kW/Ton,0.5456873266437898kW/ton,0.9764974921315756kW/ton,328.48463948567706_Ton,366.19984181722003_Ton,AAAB,AAAB,71.10636520385742°F,73.5441182454427°F,185.2825927734375kW,402.5052185058594kW,65.17401377360027°F,64.10210291544597°F
2024-08-07T21:00:00-07:00 Los_Angeles,0.4050292025009791_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.4867216895023982_kW/Ton,0.5791264457071256kW/ton,0.8737024902566947kW/ton,287.9212646484375_Ton,291.24475351969403_Ton,AAAB,AAAB,70.08464177449544°F,72.87451171875°F,172.38027954101562kW,274.67413330078125kW,64.87943649291992°F,63.29910405476888°F
2024-08-07T22:00:00-07:00 Los_Angeles,0.06561959783236186_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0_kW/Ton,0.5554639001687368_kW/Ton,0.09454369336061756kW/ton,1.0105692031834699kW/ton,47.85467020670573_Ton,224.28878784179688_Ton,AAABABAA,AAAB,68.99154408772786°F,73.13543701171875°F,162.87686157226562kW,268.4041748046875kW,64.41304016113281°F,62.44997787475586°F
